,idstd,id,a4a,a6a,a2,a4b_v4,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,ic1,a1,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b3a,b2a,b2b,b2c,b2d,BGDb2a,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,BGDc18,BGDc19,BGDc20,c22b,BMGc7,BMGc8,BMGc18,BMGc23k,BMGc23l,BMGc23m,c30a,d1a1a,d1a1x,d1a6a,d1a6b,d1a6c,d1a3,d2,d2x,d20,d2a1,d2a1x,n3,d3a,d3b,d3c,d4,d5a,BGDd31,d8,d10,d11,d12a,d12b,d13,d14,d15a,BGDd16,BGDd17,BGDd18,BGDd19,BGDd20,BGDd21,BGDd22,BGDd23,BGDd24,BGDd25,BGDd26,BGDd27a,BGDd27b,BGDd27c,BGDd27d,BGDd27e,BGDd27f,d30a,d30b,BGDd30c,BGDd30d,BGDj30,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,COVb1a,COVb1b,g6a,g1a,g2,g3,g4,BGDg5,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,COVk15,k15d,k16,k17,k20a1,k21,BGDk1a,BGDk1b,BGDk1c,BGDk3a,BGDk3b,BGDk3c,BGDk3d,BGDk3e,k30,h7a,BGDj1a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,BGDj12,BGDj16,j16,BGDj21a,BGDj21b,BGDj21c,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,BGDj31,BGDj32,l1,COVl2,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,BGDl14,BGDl15,BGDl16,BGDl17,BGDl18,BGDl19,SARl21,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2a1,n2i,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
708,863125,13475,Retail,Medium,Sylhet,Retail,52,Retail services,Sylhet,110,Large,4,8,2022,19,26,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2006,50,2006,10,No,No,,No,,,Yes,90,1,0,20,,No,,No,,,,,,No,,,Yes,,,,,,,Very severe obstacle,Retail trade of ,Retail sell of all kind of ladies dress,,,,40,61500000,Sixty-one million five hundred thousand,0,,,50000000,100,0,0,,,,,-7,,100,0,,,,Saree ( shari or saree),,,50,,Yes,5,Yes,0,Yes,Yes,Very much,Very much,Extremely,Not at all,Not at all,Very much,No obstacle,-7,-7,-7,No obstacle,-7,Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with normal amount of effort,Only senior managers,Yes,Their own performance,-7,-7,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,15,100,100,No,,,,300,Square Feet,,Very severe obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,-9,-9,,,,,,,,,,,,,,-9,-9,,,No,Yes,Yes,Yes,Cash,Cash,-7,-7,Cash,Very severe obstacle,Strongly disagree,-9,2,Yes,1,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,-9,Strongly agree,Very severe obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,6,4,3,2,5,-9,-9,45,40,40,,,25,10,10,,,25,0,,,,30,No,,,,,,,,,,,,,No,No obstacle,Major obstacle,Access to finance,8,10,12,2,11,15,9,7,4,14,13,3,6,5,1,6000000,,3600000,,33500000,,,4,8,2022,20,11,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,5252,4782,Sylhet,Medium (20-99),Retail,Fresh,1,1.1079338,1.7059054,193
709,863126,13477,Retail,Medium,Sylhet,Retail,52,Retail services,Sylhet,25,Medium,20,4,2022,15,38,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,Yes,100,2000,5,2000,15,Yes,No,,No,,,No,,,,,,Yes,5,No,,,,,,No,,,Yes,,,,,,,No obstacle,Retail trade of ,Retail seller of all kind of ladies dress,,,,60,15000000,Fifteen million,20,,,20000000,100,0,0,,,,,0,0,100,0,,,,Dress,,,10,,No,15,No,0,Yes,Yes,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,No obstacle,-7,-7,Minor obstacle,No obstacle,-7,No,,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Only senior managers,No,,Non-managers are normally not promoted,Rarely or never,,,,No,Moderate obstacle,No,,,,No,,,No,,,,Yes,20,0,0,No,,,,4500,Square Feet,,No obstacle,Yes,,120000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,No,Yes,,-6,No,Yes,Yes,No,Cash,Cash,Cash,-7,Cash,Minor obstacle,Tend to disagree,Tend to disagree,0,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,-9,-9,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,6,1,2,4,3,Tax procedures are too complicated,Higher thresholds for non-taxable income,25,25,30,,,3,14,8,,,-9,0,,,100,,Yes,,,,,50,,Yes,"Personal development training such as working in a team, time-use, leadership, handling stress",In-house training staff,Yes,"Personal development training such as working in a team, time-use, leadership, handling stress",In-house training staff,No,No obstacle,Moderate obstacle,Tax rates,5,8,11,9,4,15,13,2,3,7,14,10,1,6,12,11500000,,500000,,1750000,,,20,4,2022,16,14,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,50.000 to 250.000,5252,4782,Sylhet,Medium (20-99),Retail,Fresh,1,1.1079338,1.7059054,193
710,863127,13490,Retail,Medium,Sylhet,Retail,52,Retail services,Sylhet,21,Medium,20,4,2022,16,14,1,Bangladesh,Bengali,Establishment,Yes,-9,No,,,Yes,2021,5,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2017,20,2017,20,No,No,,No,,,No,,,,,,No,,No,,,,,,Yes,5,Less than one hour,Yes,,,,,,,No obstacle,Retail trade of ,Retail sale cosmetic via stall,,,,20,22000000,Twenty-two million,0,,,25000000,100,0,0,,,,,2,10,30,70,No,,,Cosmetics,No,,-9,Yes,No,5,Yes,10,No,Yes,Moderately,Not at all,Slightly,Moderately,Not at all,Moderately,No obstacle,-7,-7,No obstacle,No obstacle,-7,No,,Yes,Main focus was on short-term (less than one year) production targets,Only possible to achieve with extraordinary effort,All managers and most production workers,Yes,The establishmentâ?s performance ,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,2,0,0,No,,,,3700,Square Feet,,-9,Yes,,240000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,-9,,,,,,,,,,,,,,-9,-9,,,No,Yes,Yes,No,Cash,Cash,-7,-7,Cash,No obstacle,-7,-7,-9,Yes,5,-9,No,,-8,,-9,,,No,,,No,Yes,No,Strongly agree,Strongly agree,-9,Very severe obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,6,5,2,3,1,-8,Increased enforcement or monitoring by the government,20,20,25,,,1,15,4,,,-9,10,8,2,100,,Yes,,,,,100,,No,,,Yes,"Personal development training such as working in a team, time-use, leadership, handling stress",In-house training staff,No,No obstacle,No obstacle,Tax rates,1,12,13,15,8,14,3,5,10,11,4,6,2,9,7,4500000,,420000,,14000000,,,20,4,2022,16,49,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,50.000 to 250.000,5252,4789,Sylhet,Medium (20-99),Retail,Fresh,1,1.1079338,1.7059054,193
711,863128,13492,Retail,Medium,Dhaka City,Retail,52,Retail services,Dhaka MA,5,Small,30,6,2022,14,42,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Partnership,,50,Yes,100,0,0,0,No,No,,2018,3,2018,16,No,No,,No,,,Yes,4,0,10,1,,No,,No,,,,,,No,,,No,,,,,,,No obstacle,Retail trade of ,Retail sale of garments product,,,,60,5000000,Five million,1,,,400000,100,0,0,,,,,0,0,100,0,,,,Germents product,,,5,,Yes,4,Yes,0,Yes,No,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,No obstacle,-7,-7,-7,-7,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with some effort,Only senior managers,No,,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,26,0,0,No,,,,150,Square Feet,,-7,No,,,No,,,No obstacle,100,0,0,0,0,Yes,30000,0,100,,0,,0,,0,,0,,0,,,,,No,No,No,,,,,,,,,,,,,,No,No,Application procedures were complex,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Tend to agree,Tend to disagree,100,No,,,No,,5,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to disagree,Moderate obstacle,Major obstacle,Minor obstacle,No obstacle,Major obstacle,Major obstacle,6,3,2,5,1,4,Too many documents or too frequent filing,Fewer number of taxes,5,5,5,,,0,3,2,,,-9,5,0,2,10,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Practices of competitors in the informal sector,11,5,9,3,15,4,8,1,14,6,13,10,2,12,7,400000,,5,,3500000,,,9,6,2022,15,14,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Yes,Yes,50.000 to 250.000,5232,4771,Dhaka City,Medium (20-99),Retail,Fresh,3.7726,5.9959373,11.857924,23
712,863129,13502,Retail,Medium,Sylhet,Retail,52,Retail services,Sylhet,8,Small,4,8,2022,20,16,1,Bangladesh,Bengali,Establishment,No,,,,,,2022,6,30,Sole proprietorship,,100,No,100,0,0,0,No,No,,2013,8,2013,8,No,No,,No,,,Yes,90,1,0,15,,No,,No,,,,,,No,,,Yes,,,,,,,Very severe obstacle,Retail trade of ,Retail sell of all kind of ladies dress,,,,50,5000000,Five million,0,,,4600000,100,0,0,,,,,-7,,100,0,,,,Saree ( shari or saree),,,25,,Yes,5,Yes,0,Yes,Yes,Very much,Very much,Very much,Not at all,Not at all,Moderately,No obstacle,-7,-7,Very severe obstacle,No obstacle,-7,Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with normal amount of effort,Only senior managers,Yes,Their own performance,-7,-7,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,28,100,100,No,,,,240,Square Feet,,Very severe obstacle,Yes,,100000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,-9,-9,,,,,,,,,,,,,,-9,-9,,,No,Yes,Yes,Yes,Cash,Cash,-7,-7,Cash,Very severe obstacle,Strongly disagree,-9,2,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,-9,Tend to agree,Very severe obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,4,3,6,1,5,-9,-9,8,8,8,,,6,0,0,,,0,0,,,,3,No,,,,,,,,,,,,,No,No obstacle,Very severe obstacle,Access to finance,9,8,14,10,3,15,6,12,7,5,2,4,1,11,13,924000,,300000,,3500000,,,4,8,2022,21,6,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,5252,4782,Sylhet,Medium (20-99),Retail,Fresh,1,1.1079338,1.7059054,193
713,863130,13509,Retail,Medium,Barishal,Electrical equipment,31,Manufacturing,Barishal,42,Medium,11,4,2022,11,58,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,7,31,Partnership,,-9,Yes,100,0,0,0,No,No,,2016,40,-9,-9,No,Yes,ISO 9001:2015,No,,,Yes,5,2,0,2,,Yes,5,No,,,No,,,No,,,Yes,-9,,No,No,Yes,No,Moderate obstacle,Manufacturing of ,Manufacture of domestic appliances,,,,100,-9,,0,-9,Did not say the amount,-9,100,0,0,,,,,0,0,100,0,,,,Spare parts,,,-9,No,No,-9,No,0,Yes,No,Not at all,Not at all,Not at all,Not at all,-9,Not at all,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,-7,Yes,1-2 production performance indicators,No,,,,No,,Promotions were based solely on performance and ability,-7,Local_main product sold mostly in same municipality where establishment is located,-4,No,No,No obstacle,No,,,,No,,,No,,80,90,Yes,11,0,0,No,,,No,,,,No obstacle,Yes,-9,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,,No,No,-9,,No,Yes,Yes,Yes,Cash,Cheque,Cheque,Cheque,Cheque,No obstacle,Tend to agree,Tend to agree,50,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,6,2,5,3,4,0,Better local services provided by the government,42,35,30,-9,-9,20,6,0,-9,-9,,0,,,,42,No,,,,,,,,,,,,,No,No obstacle,Major obstacle,-7,6,12,15,14,13,1,3,4,10,8,5,7,9,2,11,-9,-9,180000,-9,,-9,-9,11,4,2022,12,44,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,Over 250.000 to 1 million,2930,2750,Barishal,Medium and Large (20+),Retail,Fresh,1.1740341,1.9858305,2.333682,208
714,863131,13516,Retail,Medium,Barishal,Retail,52,Retail services,Barishal,13,Small,22,5,2022,13,24,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,7,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2016,-9,2016,4,No,No,,No,,,Yes,30,0,30,3,,Yes,3,No,,,,,,No,,,Yes,,,,,,,Minor obstacle,Retail trade of ,Retail seller of all kind of gents dress,,,,100,10000000,Ten million,0,,,-9,100,0,0,,,,,0,0,100,0,,,,Dress,,,1,No,Yes,6,No,0,No,No,Slightly,Not at all,Not at all,Not at all,Slightly,Slightly,Minor obstacle,No obstacle,Minor obstacle,Moderate obstacle,No obstacle,-7,No,,No,,,,No,,-7,-7,,,,No,Minor obstacle,No,,,,No,,,No,,,,Yes,16,0,0,No,,,,350,Square Feet,,Moderate obstacle,No,,,No,,,Minor obstacle,-9,-9,0,0,0,No,,,,,,,,,,,,,,,,,,-9,-9,-9,,,,,,,,,,,,,,-9,-9,,,No,No,Yes,No,Cash,Cash,Cash,Cash,Cash,Minor obstacle,Tend to agree,Tend to agree,0,-9,,,No,,0,,No,,,No,,,No,No,-9,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,5,6,1,4,3,Too many documents or too frequent filing,Increased enforcement or monitoring by the government,13,15,14,,,0,8,5,,,-9,0,,,,13,No,,,,,,,,,,,,,No,No obstacle,Moderate obstacle,Inadequately educated workforce,8,3,1,7,15,4,10,5,9,11,13,6,14,12,2,1600000,,60000,,2000000,,,22,5,2022,14,8,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,Over 250.000 to 1 million,5252,4782,Barishal,Medium and Large (20+),Retail,Fresh,1.1740341,1.9858305,2.333682,208
715,863132,13520,Retail,Medium,Greater Dhaka,Retail,52,Retail services,Greater Dhaka,24,Medium,17,9,2022,10,0,1,Bangladesh,Bengali,Establishment,Yes,3,Yes,Yes,Yes,,2022,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2009,18,2009,13,No,No,,No,,,Yes,150,1,0,3,,Yes,3,No,,,,,,-7,,,No,,,,,,,No obstacle,Retail trade of ,Retail sale of automotive fuel,,,,100,21100000,Twenty-one million one hundred thousand,0,,,20000000,100,0,0,,,,,-7,,100,0,,,,Compressed natural gas,,,3,,Yes,13,No,1,Yes,No,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,Minor obstacle,-7,-7,Minor obstacle,No obstacle,No action was taken,No,,No,,,,No,,Non-managers are normally not promoted,Within 6 months of identifying non-manager under-performance,,,,No,No obstacle,No,,,,No,,,No,,,,No,,100,100,No,,,,6000,Square Feet,,No obstacle,No,,,No,,,No obstacle,-9,-9,-9,-9,-9,No,,,,,,,,,,,,,,,,,,Yes,No,-9,,,,,,,,,,,,,,-9,No,-9,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Strongly disagree,7,No,,,No,,0,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Strongly agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,-7,2,6,5,4,1,3,-9,-9,24,23,24,,,2,10,12,,,0,0,,,75,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Practices of competitors in the informal sector,1,3,2,15,6,11,13,8,7,12,4,14,9,10,5,2680000,,90000,,12000000,,,17,9,2022,10,36,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,5050,4730,Greater Dhaka,Medium (20-99),Retail,Fresh,1.8998283,2.5229137,5.7891326,58
716,863133,13534,Retail,Medium,Sylhet,Retail,52,Retail services,Sylhet,6,Small,18,4,2022,14,21,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2006,25,2006,21,No,No,,No,,,Yes,1,2,0,,40000,Yes,5,No,,,,,,Yes,10,Less than one hour,Yes,,,,,,,Minor obstacle,Retail trade of ,Retail seller of all kind of ladies dress,,,,60,18000000,Eighteen million,30,,,20000000,100,0,0,,,,,0,0,50,50,No,,,Dress,No,,40,,No,15,No,10,Yes,Yes,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Minor obstacle,-7,-7,Minor obstacle,No obstacle,-7,No,,Yes,-9,Possible to achieve with more than normal effort,Only senior managers,No,,-7,Rarely or never,,,,No,Minor obstacle,No,,,,No,,,No,,,,Yes,18,0,0,No,,,,2000,Square Feet,,No obstacle,Yes,,36000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,-9,-9,Yes,No,No,No,No,Yes,-9,-9,,-9,Yes,No,No need for a loan - establishment had sufficient capital,,No,Yes,Yes,No,Cash,Cash,Cash,-7,Cash,Major obstacle,Tend to disagree,Tend to disagree,0,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,Tend to agree,Tend to agree,Moderate obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,6,3,4,2,1,Tax procedures are too complicated,Increased ease of paying taxes,6,14,25,,,0,4,2,,,-9,5,5,1,100,,Yes,,,,,50,,Yes,"Personal development training such as working in a team, time-use, leadership, handling stress",In-house training staff,Yes,"Personal development training such as working in a team, time-use, leadership, handling stress",In-house training staff,No,Minor obstacle,Minor obstacle,Tax rates,6,2,10,7,12,9,15,14,1,13,11,3,8,4,5,840000,,150000,,2000000,,,18,4,2022,15,6,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,50.000 to 250.000,5252,4782,Sylhet,Medium (20-99),Retail,Fresh,1,1.1079338,1.7059054,193
717,863134,13538,Retail,Medium,Greater Dhaka,Retail,52,Retail services,Greater Dhaka,22,Medium,9,6,2022,14,14,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,Yes,100,2006,16,2008,5,Yes,No,,No,,,Yes,7,1,0,1,,Yes,1,No,,,,,,-7,,,No,,,,,,,No obstacle,Retail trade of ,Retail sale of automotive fuel,,,,100,250000000,Two hundred fifty million,0,,,200000000,100,0,0,,,,,1,0,100,0,,,,Fuel,,,1,No,Yes,14,No,0,No,No,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,-7,No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,No,,100,100,No,,,,16000,Square Feet,,No obstacle,Yes,,20000,Yes,1,,Moderate obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2016,95000000,Yes,Yes,Yes,No,Yes,No,300000000,5,125000000,130000000,No,No,Other,,No,No,No,No,Cash,Bank transfers,Cheque,Cheque,Cash,No obstacle,Strongly agree,Strongly agree,10,No,,,No,,-8,,No,,,No,,,No,Yes,No,Tend to agree,Tend to agree,Strongly agree,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,2,5,3,1,4,6,Tax procedures are too complicated,Increased enforcement or monitoring by the government,22,21,21,,,2,12,8,,,-9,0,,,90,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,"Crime, theft and disorder",11,4,12,14,15,2,7,3,6,10,1,13,9,5,8,4200000,,720000,,224000000,,,9,6,2022,15,18,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,No,No,Less than 50.000,5050,4730,Greater Dhaka,Medium (20-99),Retail,Fresh,1.8998283,2.5229137,5.7891326,58
718,863135,13559,Retail,Medium,Greater Dhaka,Retail,52,Retail services,Greater Dhaka,23,Medium,28,8,2022,9,59,1,Bangladesh,Bengali,Establishment,No,,,,,,2022,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1998,15,1998,24,No,No,,No,,,Yes,80,1,0,4,,Yes,4,No,,,,,,-7,,,No,,,,,,,Minor obstacle,Retail trade of ,Retail sale of automotive fuel,,,,100,21500000,Twenty-one million five hundred thousand,0,,,20000000,100,0,0,,,,,-7,,100,0,,,,Compressed natural gas,,,2,,Yes,24,No,1,Yes,No,Very much,Not at all,Not at all,Not at all,Not at all,Not at all,Minor obstacle,-7,-7,-7,No obstacle,We fixed it but did not take further action,No,,No,,,,Yes,Their own performance,Non-managers are normally not promoted,Within 6 months of identifying non-manager under-performance,,,,Yes,Very severe obstacle,No,,,,No,,,No,,,,No,,100,100,No,,,,25000,Square Feet,,No obstacle,No,,,No,,,No obstacle,40,60,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,-9,-9,Yes,Yes,No,No,No,No,-9,-9,,-9,No,No,Size of loan and maturity were insufficient,,Yes,No,No,No,Cash,Cash,Cash,-7,Cash,No obstacle,Strongly agree,-7,4,No,,,No,,0,,No,,,No,,,No,No,No,Strongly agree,-9,Tend to agree,Minor obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,-7,5,6,2,3,1,4,-9,-9,23,23,22,,,1,4,18,,,0,0,,,40,,No,,,,,,,,,,,,,No,No obstacle,Minor obstacle,Electricity,11,12,4,2,14,9,8,5,3,10,6,7,1,13,15,2860000,,90000,,12000000,,,28,8,2022,10,22,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,5050,4730,Greater Dhaka,Medium (20-99),Retail,Fresh,1.8998283,2.5229137,5.7891326,58
719,863136,13561,Retail,Medium,Khulna,Paper and paper products,21,Manufacturing,Khulna,5,Small,7,4,2022,11,39,1,Bangladesh,Bengali,Firm,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2009,8,2009,13,No,No,,No,,,No,,,,,,Yes,1,No,,,No,,,No,,,No,No,,No,Yes,Yes,Yes,No obstacle,Manufacturing of ,Manufacturing of containers (cartoon) of paper and paperboard,,,,100,6000000,Six million,0,480000,Four hundred eighty thousand,9600000,100,0,0,,,,,0,1,100,0,,,,Media Paper (Cartoon paper),,,5,,Yes,12,No,10,No,No,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,No obstacle,-7,-7,Minor obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,National_main product sold mostly across the country where establishment is located,10,No,No,Minor obstacle,No,,,,No,,,No,,70,54,Yes,20,0,0,No,,,No,,,,Moderate obstacle,Yes,,25000,No,,,No obstacle,20,80,0,0,0,Yes,18000,0,100,,0,,0,,0,,0,,0,,Yes,16000,0,Yes,No,Yes,State-owned banks or government agency,2021,15000000,Yes,Yes,Yes,No,No,No,20000000,1,15000000,15000000,No,No,Size of loan and maturity were insufficient,,No,No,No,No,Cash,Cash,-7,-9,Cash,No obstacle,Tend to agree,Tend to agree,1,No,,,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,3,5,2,4,6,Tax procedures are too complicated,Higher thresholds for non-taxable income,5,5,6,4,1,3,1,0,1,0,,0,,,,1,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Access to finance,9,12,6,11,14,15,1,10,5,8,3,13,2,4,7,540000,4200000,84000,540000,,2160000,5000000,7,4,2022,13,27,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,2,No,No,Over 250.000 to 1 million,2102,1702,Khulna,Medium (20-99),Retail,Fresh,1.3194063,1.8823898,2.213095,168
